captured_at,action,score,confidence,favored_assets,allocation,missing_inputs,news_count,spy_price,qqq_price
2026-07-07T07:51:23+00:00,ESPERAR,77,MEDIA,Liquidez,"{""SPY"": 0, ""QQQ"": 0, ""TLT"": 20, ""GLD"": 20, ""UUP"": 10, ""CASH"": 50}",,59,751.280029296875,722.8200073242188
2026-07-09T10:57:37+00:00,ESPERAR,61,MEDIA,Liquidez,"{""SPY"": 0, ""QQQ"": 0, ""TLT"": 20, ""GLD"": 20, ""UUP"": 10, ""CASH"": 50}",,60,745.4000244140625,711.4400024414062
2026-07-13T19:04:16+00:00,COMPRAR PARCIAL,COMPRAR PARCIAL,COMPRAR PARCIAL,HEALTHY,67,ALTA,S&P 500,"{""SPY"": 35, ""QQQ"": 15, ""TLT"": 10, ""GLD"": 10, ""UUP"": 5, ""CASH"": 25}",,58,749.52001953125,712.3699951171875
2026-07-13T19:10:22+00:00,COMPRAR PARCIAL,COMPRAR PARCIAL,COMPRAR PARCIAL,HEALTHY,67,ALTA,S&P 500,"{""SPY"": 35, ""QQQ"": 15, ""TLT"": 10, ""GLD"": 10, ""UUP"": 5, ""CASH"": 25}",,59,749.3099975585938,711.8900146484375
2026-07-14T12:33:04+00:00,ESPERAR,COMPRAR PARCIAL,ESPERAR,BLOCKED,62,MEDIA,Liquidez,"{""SPY"": 0, ""QQQ"": 0, ""TLT"": 20, ""GLD"": 20, ""UUP"": 10, ""CASH"": 50}",,59,749.1699829101562,711.739990234375
